TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
VBBR3;18,99;9,38;3,34;1,04;0,43;4,78;5,09;3,70;2,42;3,60;1,18;0,51;0,12;1,23;-0,92;3,04;31,23;12,99;16,02;0,42;0,58;3,52;12,65;23,56;152.047.116,11;18,22;5,69;0,10;21.261.000.000,00
VITT3;4,95;3,82;9,83;1,17;0,78;33,79;11,22;9,60;8,41;10,44;1,98;0,27;0,94;2,01;-2,05;2,67;11,90;7,92;8,13;0,67;0,33;0,83;12,74;6,64;988.925,42;4,22;0,50;-0,44;744.054.389,10
VIVA3;21,43;4,82;7,75;2,03;1,18;70,23;26,53;25,35;7,41;7,61;0,17;0,05;1,97;2,84;-3,39;2,79;26,17;15,29;22,67;0,58;0,42;0,60;28,01;20,43;61.585.437,42;10,57;2,77;0,10;5.059.356.211,98
VIVR3;0,96;;-0,83;0,25;0,13;29,89;-34,81;-39,35;-0,94;-0,96;-0,03;0,01;0,33;0,75;-0,23;1,71;-30,01;-15,91;-23,84;0,53;0,47;0,40;;;138.788,05;3,85;-1,16;0,02;36.831.438,72
VIVT3;27,14;3,86;15,97;1,27;0,71;43,86;15,53;9,93;10,21;11,82;1,62;0,20;1,59;-61,36;-0,87;0,94;7,95;4,44;8,25;0,56;0,44;0,45;4,76;2,10;101.702.465,32;21,40;1,70;1,55;88.543.952.692,80
VIVT4;45,34;;26,65;2,12;1,18;43,86;15,53;9,93;17,05;11,82;1,62;0,20;2,65;-102,43;-1,45;0,94;7,95;4,44;8,25;0,56;0,44;0,45;4,76;2,10;;21,40;1,70;2,58;88.543.952.692,80
VLID3;24,16;12,61;5,19;1,09;0,67;35,79;22,02;17,54;4,13;4,09;-0,03;-0,01;0,91;1,95;-1,42;2,88;20,91;12,94;17,43;0,62;0,38;0,74;1,58;47,65;7.641.239,63;22,27;4,65;0,07;1.977.166.820,00
VSPT3;5,00;;-1,28;0,44;0,15;21,10;-8,21;-14,35;-2,23;-2,12;0,12;-0,02;0,18;2,57;-0,17;1,85;-34,74;-11,66;-20,67;0,34;0,66;0,81;7,66;;0,00;11,27;-3,91;0,02;714.038.920,00
VSPT4;0,00;;0,00;0,00;0,00;21,10;-8,21;-14,35;0,00;-2,12;0,12;-0,02;0,00;0,00;0,00;1,85;-34,74;-11,66;-20,67;0,34;0,66;0,81;7,66;;;11,27;-3,91;0,00;714.038.920,00
VSTE3;6,65;;1.140,01;0,73;0,46;63,27;3,91;0,06;17,45;24,20;6,74;0,28;0,68;4,55;-0,65;1,52;0,06;0,04;2,31;0,63;0,37;0,67;3,10;;132.163,74;9,15;0,01;-11,74;758.103.391,50
VTRU3;7,71;;;;;;;;;;;;;;;;;;;;;;;;2.533.045,74;;0,00;;14.605.074.988,92
VULC3;16,66;8,41;8,05;2,17;1,53;41,93;19,04;18,69;7,90;7,98;0,05;0,01;1,50;3,14;-5,30;3,18;27,00;19,04;22,36;0,71;0,29;1,02;17,52;31,84;10.207.393,11;7,66;2,07;0,53;4.587.678.462,60
VVEO3;1,14;12,08;-0,26;0,19;0,04;11,27;-7,45;-12,22;-0,42;-3,61;-3,18;1,42;0,03;0,15;-0,09;1,85;-73,47;-14,83;-17,92;0,20;0,80;1,21;30,99;;2.002.004,68;5,97;-4,38;0,00;368.015.493,12
WEGE3;50,29;1,56;34,97;9,14;5,09;33,73;20,25;15,91;27,47;26,99;-0,57;-0,19;5,56;17,96;-14,81;1,76;26,13;14,56;22,83;0,56;0,44;0,92;23,27;30,21;290.342.964,11;5,51;1,44;6,45;211.209.041.659,36
WEST3;4,74;;-1,31;0,23;0,17;39,10;-29,99;-21,92;-0,96;1,11;2,07;-0,49;0,29;0,43;-0,40;2,94;-17,29;-12,68;-23,20;0,73;0,27;0,58;10,76;;11.133,11;20,89;-3,61;0,04;52.658.309,52
WHRL3;3,94;15,08;6,53;2,20;0,56;17,09;8,01;7,03;5,73;3,70;-2,21;-0,85;0,46;15,72;-1,92;1,05;33,71;8,60;21,95;0,26;0,74;1,22;10,80;-12,53;19.943,58;1,79;0,60;0,03;6.116.157.067,02
WHRL4;4,33;15,13;7,16;2,41;0,62;17,09;8,01;7,03;6,28;3,70;-2,21;-0,85;0,50;17,23;-2,11;1,05;33,71;8,60;21,95;0,26;0,74;1,22;10,80;-12,53;20.987,74;1,79;0,60;0,03;6.116.157.067,02
WIZC3;5,89;8,42;5,89;0,82;0,39;62,78;43,92;12,73;1,71;1,85;0,14;0,07;0,75;-3,91;-0,48;0,66;13,83;6,55;25,41;0,47;0,53;0,51;13,02;-5,63;1.786.692,26;7,24;1,00;0,45;943.452.963,80
WLMM3;26,08;4,84;7,34;1,23;0,72;11,92;6,76;4,14;4,50;6,39;1,35;0,37;0,30;2,01;-1,89;2,40;16,73;9,86;13,11;0,59;0,41;2,38;23,58;21,05;844,74;21,24;3,55;0,57;1.086.217.529,60
WLMM4;32,96;4,21;9,28;1,55;0,91;11,92;6,76;4,14;5,69;6,39;1,35;0,37;0,38;2,54;-2,39;2,40;16,73;9,86;13,11;0,59;0,41;2,38;23,58;21,05;43.803,95;21,24;3,55;0,72;1.086.217.529,60
YDUQ3;14,53;;11,68;1,27;0,40;61,01;17,14;6,38;4,35;9,32;4,97;1,45;0,75;3,69;-0,54;1,75;10,88;3,43;10,05;0,32;0,68;0,54;8,46;-11,98;60.265.202,53;11,45;1,25;0,09;3.987.992.782,05
ZAMP3;3,11;;-6,62;0,82;0,27;64,93;-0,78;-4,20;-35,52;-51,08;-15,45;0,36;0,28;7,29;-0,38;1,15;-12,37;-4,09;-1,86;0,33;0,67;0,97;9,70;;2.033.800,26;3,80;-0,47;-0,07;1.265.565.968,45
